date,invoice,cod_customer,cod_product,amount
2021-01-15,9359,1920,4,8
2021-01-15,9360,1963,3,4
2021-01-15,9360,1963,7,8
2021-01-15,9360,1963,9,3
2021-01-16,9361,1059,11,2
2021-01-16,9362,1129,5,1
2021-01-16,9363,1475,5,9
2021-01-16,9363,1475,7,9
2021-01-16,9364,1499,9,3
2021-01-16,9365,1579,3,2
2021-01-16,9365,1579,6,1
2021-01-16,9366,1758,4,2
2021-01-16,9367,1796,9,1
2021-01-17,9368,1057,3,2
2021-01-17,9369,1100,2,7
2021-01-17,9370,1395,4,1
2021-01-17,9370,1395,6,4
2021-01-17,9370,1395,10,1
2021-01-17,9371,1436,7,2
2021-01-17,9372,1473,5,5
2021-01-17,9372,1473,9,2
2021-01-17,9372,1473,10,2
2021-01-17,9373,1584,5,1
2021-01-17,9374,1662,9,1
2021-01-17,9375,1709,2,4
2021-01-17,9375,1709,6,2
2021-01-17,9376,1917,5,1
2021-01-17,9376,1917,6,6
2021-01-17,9376,1917,7,6
2021-01-17,9376,1917,9,7
2021-01-17,9377,1928,4,3
2021-01-17,9378,1984,4,4
2021-01-17,9379,1998,2,4
2021-01-17,9379,1998,4,3
2021-01-17,9379,1998,9,5
2021-01-17,9379,1998,10,2
2021-01-17,9379,1998,11,2
2021-01-18,9380,1089,9,4
2021-01-18,9381,1415,1,4
2021-01-18,9381,1415,7,2
2021-01-18,9381,1415,10,4
2021-01-18,9382,1450,2,5
2021-01-18,9383,1590,2,4
2021-01-18,9384,1654,3,8
2021-01-18,9385,1753,8,4
2021-01-18,9386,1884,5,6
2021-01-19,9387,1037,9,2
2021-01-19,9388,1231,6,3
2021-01-19,9389,1245,5,2
2021-01-19,9389,1245,7,6
2021-01-19,9390,1344,2,4
2021-01-19,9390,1344,3,8
2021-01-19,9390,1344,9,3
2021-01-19,9391,1428,2,4
2021-01-19,9391,1428,3,2
2021-01-19,9392,1435,2,3
2021-01-19,9392,1435,5,1
2021-01-19,9392,1435,8,3
2021-01-19,9393,1667,2,1
2021-01-19,9394,1769,7,1
2021-01-19,9395,1986,4,2
2021-01-19,9396,1997,1,2
2021-01-20,9397,1098,4,2
2021-01-20,9397,1098,5,1
2021-01-20,9398,1517,3,7
2021-01-20,9398,1517,9,4
2021-01-20,9398,1517,10,1
2021-01-20,9399,1677,2,2
2021-01-20,9399,1677,9,2
2021-01-21,9400,1054,1,4
2021-01-21,9400,1054,4,3
2021-01-21,9401,1091,2,5
2021-01-21,9401,1091,5,3
2021-01-21,9402,1140,3,4
2021-01-21,9402,1140,7,1
2021-01-21,9403,1148,4,4
2021-01-21,9404,1331,2,2
2021-01-21,9404,1331,4,3
2021-01-21,9404,1331,9,3
2021-01-21,9404,1331,10,5
2021-01-21,9405,1362,5,4
2021-01-21,9406,1617,3,3
2021-01-21,9407,1775,1,2
2021-01-21,9407,1775,3,3
2021-01-21,9408,1858,4,5
2021-01-21,9408,1858,11,3
2021-01-21,9409,1901,11,4
2021-01-21,9410,1924,6,3
2021-01-22,9411,1132,1,1
2021-01-22,9411,1132,9,4
2021-01-22,9412,1547,1,6
2021-01-22,9413,1672,3,1
2021-01-22,9413,1672,10,6
2021-01-22,9413,1672,11,8
2021-01-22,9414,1838,2,4
2021-01-23,9415,1032,3,2
2021-01-23,9415,1032,11,4
2021-01-23,9416,1039,10,3
2021-01-23,9417,1124,1,2
2021-01-23,9417,1124,2,2
2021-01-23,9417,1124,11,4
2021-01-23,9418,1169,9,4
2021-01-23,9418,1169,10,3
2021-01-24,9419,1085,5,4
2021-01-24,9420,1115,10,4
2021-01-24,9421,1272,2,7
2021-01-24,9421,1272,4,2
2021-01-24,9422,1432,8,8
2021-01-24,9423,1465,3,9
2021-01-24,9424,1819,4,1
2021-01-24,9425,1847,2,6
2021-01-24,9425,1847,4,2
2021-01-24,9425,1847,11,4
2021-01-25,9426,1114,5,1
2021-01-25,9427,1277,3,5
2021-01-25,9427,1277,7,3
2021-01-25,9428,1330,11,1
2021-01-25,9429,1445,1,1
2021-01-25,9429,1445,4,1
2021-01-25,9429,1445,5,8
2021-01-25,9430,1457,2,2
2021-01-25,9431,1499,2,6
2021-01-25,9431,1499,7,8
2021-01-25,9432,1526,1,3
2021-01-25,9432,1526,3,1
2021-01-25,9432,1526,5,2
2021-01-25,9432,1526,11,2
2021-01-25,9433,1630,2,1
2021-01-25,9434,1665,3,2
2021-01-25,9435,1796,2,2
2021-01-25,9436,1858,1,1
2021-01-25,9436,1858,2,6
2021-01-25,9437,1961,2,1
2021-01-25,9437,1961,5,1
2021-01-25,9437,1961,7,2
2021-01-25,9437,1961,10,2
2021-01-25,9438,1986,1,9
2021-01-25,9438,1986,9,2
2021-01-26,9439,1146,5,3
2021-01-26,9439,1146,6,5
2021-01-26,9440,1250,8,9
2021-01-26,9440,1250,10,6
2021-01-26,9441,1309,1,2
2021-01-26,9441,1309,6,7
2021-01-26,9441,1309,7,2
2021-01-26,9442,1474,2,3
2021-01-26,9442,1474,3,2
2021-01-26,9443,1562,2,1
2021-01-26,9443,1562,11,3
2021-01-26,9444,1610,1,9
2021-01-26,9444,1610,11,8
2021-01-26,9445,1756,1,3
2021-01-26,9445,1756,11,9
2021-01-26,9446,1873,5,1
2021-01-26,9447,1892,3,2
2021-01-26,9448,1922,5,1
2021-01-27,9449,1084,9,1
2021-01-27,9450,1689,8,9
2021-01-27,9451,1724,3,5
2021-01-27,9451,1724,10,1
2021-01-27,9452,1778,8,1
2021-01-28,9453,1257,11,4
2021-01-28,9454,1913,1,6
2021-01-28,9454,1913,10,8
2021-01-29,9455,1050,10,4
2021-01-29,9456,1075,5,4
2021-01-29,9457,1110,4,1
2021-01-29,9458,1213,6,4
2021-01-29,9459,1231,7,1
2021-01-29,9460,1374,3,2
2021-01-29,9460,1374,5,3
2021-01-29,9460,1374,6,2
2021-01-29,9460,1374,9,1
2021-01-29,9461,1413,11,1
2021-01-29,9462,1446,6,4
2021-01-29,9463,1454,1,3
2021-01-29,9464,1603,1,2
2021-01-29,9465,1727,2,2
2021-01-29,9466,1763,5,3
2021-01-29,9467,1986,4,1
2021-01-30,9468,1001,4,3
2021-01-30,9468,1001,5,3
2021-01-30,9468,1001,8,5
2021-01-30,9469,1081,3,2
2021-01-30,9469,1081,9,4
2021-01-30,9469,1081,10,1
2021-01-30,9470,1185,8,2
2021-01-30,9471,1192,6,3
2021-01-30,9471,1192,11,3
2021-01-30,9472,1360,6,1
2021-01-30,9473,1385,8,8
2021-01-30,9474,1486,1,3
2021-01-30,9474,1486,3,6
2021-01-30,9474,1486,7,1
2021-01-30,9475,1609,4,4
2021-01-30,9475,1609,6,4
2021-01-30,9476,1749,1,5
2021-01-30,9476,1749,2,2
2021-01-30,9477,1757,7,5
2021-01-30,9478,1970,9,3
2021-01-31,9479,1045,3,2
2021-01-31,9480,1109,5,4
2021-01-31,9481,1362,1,8
2021-01-31,9482,1522,2,2
2021-01-31,9483,1756,4,6
2021-01-31,9483,1756,10,7
2021-02-01,9484,1098,2,2
2021-02-01,9485,1261,4,2
2021-02-01,9486,1463,1,6
2021-02-01,9486,1463,3,8
2021-02-01,9486,1463,10,4
2021-02-01,9487,1495,6,6
2021-02-01,9488,1667,1,9
2021-02-01,9488,1667,10,8
2021-02-01,9489,1776,1,3
2021-02-01,9489,1776,2,1
2021-02-02,9490,1115,5,2
2021-02-02,9491,1541,8,1
2021-02-02,9492,1565,9,9
2021-02-02,9492,1565,11,1
2021-02-02,9493,1650,11,3
2021-02-02,9494,1743,1,2
2021-02-02,9494,1743,4,6
2021-02-02,9494,1743,8,1
2021-02-02,9494,1743,11,9
2021-02-02,9495,1754,1,7
2021-02-02,9496,1759,5,4
2021-02-02,9496,1759,6,3
2021-02-02,9497,1896,8,2
2021-02-02,9498,1991,8,4
2021-02-03,9499,1315,1,5
2021-02-03,9500,1799,7,4
2021-02-03,9501,1892,1,2
2021-02-03,9501,1892,4,3
2021-02-03,9501,1892,7,9
2021-02-04,9502,1060,2,2
2021-02-04,9502,1060,11,3
2021-02-04,9503,1131,2,1
2021-02-04,9503,1131,3,3
2021-02-04,9503,1131,6,1
2021-02-04,9504,1268,3,4
2021-02-04,9505,1305,6,2
2021-02-04,9505,1305,11,2
2021-02-04,9506,1426,6,2
2021-02-04,9507,1539,11,1
2021-02-04,9508,1698,3,6
2021-02-04,9508,1698,5,4
2021-02-04,9509,1760,9,3
2021-02-05,9510,1059,8,2
2021-02-05,9510,1059,11,2
2021-02-05,9511,1318,7,2
2021-02-05,9512,1388,3,2
2021-02-05,9513,1481,6,3
2021-02-05,9514,1690,2,5
2021-02-05,9514,1690,3,6
2021-02-05,9515,1735,6,2
2021-02-05,9516,1778,10,2
2021-02-06,9517,1203,2,2
2021-02-06,9517,1203,5,2
2021-02-06,9517,1203,7,2
2021-02-06,9518,1521,3,9
2021-02-06,9518,1521,11,2
2021-02-06,9519,1668,1,2
2021-02-06,9519,1668,6,2
2021-02-06,9520,1680,7,2
2021-02-06,9521,1797,9,9
2021-02-06,9522,1944,9,3
2021-02-07,9523,1011,6,1
2021-02-07,9523,1011,11,3
2021-02-07,9524,1032,2,4
2021-02-07,9524,1032,9,2
2021-02-07,9525,1412,4,3
2021-02-07,9525,1412,5,2
2021-02-07,9526,1455,1,4
2021-02-07,9527,1476,9,3
2021-02-07,9528,1887,8,3
2021-02-08,9529,1016,6,1
2021-02-08,9530,1019,1,3
2021-02-08,9530,1019,8,4
2021-02-08,9530,1019,9,1
2021-02-08,9530,1019,11,1
2021-02-08,9531,1028,4,4
2021-02-08,9532,1185,2,7
2021-02-08,9533,1308,6,4
2021-02-08,9534,1595,10,7
2021-02-08,9535,1641,5,4
2021-02-08,9536,1718,2,3
2021-02-08,9536,1718,9,7
2021-02-08,9537,1806,5,9
2021-02-08,9538,1899,1,3
2021-02-09,9539,1128,11,4
2021-02-09,9540,1148,1,1
2021-02-09,9540,1148,8,9
2021-02-09,9541,1198,4,4
2021-02-09,9541,1198,7,2
2021-02-09,9541,1198,8,9
2021-02-09,9541,1198,9,6
2021-02-09,9541,1198,11,4
2021-02-09,9542,1228,3,2
2021-02-09,9542,1228,4,4
2021-02-09,9542,1228,5,2
2021-02-09,9542,1228,10,4
2021-02-09,9542,1228,11,3
2021-02-09,9543,1236,6,4
2021-02-09,9544,1305,4,5
2021-02-09,9545,1570,3,3
2021-02-09,9546,1759,2,7
2021-02-10,9547,1034,4,1
2021-02-10,9547,1034,7,1
2021-02-10,9547,1034,9,5
2021-02-10,9547,1034,11,9
2021-02-10,9548,1086,1,1
2021-02-10,9549,1264,6,9
2021-02-10,9549,1264,10,4
2021-02-10,9549,1264,11,3
2021-02-10,9550,1441,6,3
2021-02-10,9551,1738,2,7
2021-02-10,9552,1811,10,2
2021-02-10,9553,1840,1,3
2021-02-10,9553,1840,3,3
2021-02-10,9553,1840,5,4
2021-02-10,9553,1840,9,4
2021-02-10,9553,1840,10,1
2021-02-10,9554,1845,9,3
2021-02-11,9555,1047,5,1
2021-02-11,9555,1047,7,2
2021-02-11,9555,1047,9,2
2021-02-11,9556,1224,4,4
2021-02-11,9557,1227,10,4
2021-02-11,9558,1353,9,6
2021-02-11,9559,1356,10,3
2021-02-11,9560,1364,2,1
2021-02-11,9561,1397,6,3
2021-02-11,9561,1397,11,3
2021-02-11,9562,1433,1,3
2021-02-11,9563,1639,2,4
2021-02-11,9564,1785,5,3
2021-02-12,9565,1097,10,1
2021-02-12,9566,1106,1,2
2021-02-12,9566,1106,6,6
2021-02-12,9566,1106,7,7
2021-02-12,9567,1114,1,2
2021-02-12,9567,1114,3,6
2021-02-12,9567,1114,11,3
2021-02-12,9568,1217,3,3
2021-02-12,9569,1266,6,8
2021-02-12,9570,1282,1,6
2021-02-12,9570,1282,2,4
2021-02-12,9570,1282,4,1
2021-02-12,9570,1282,8,2
2021-02-12,9570,1282,10,7
2021-02-12,9571,1464,5,7
2021-02-12,9572,1470,5,3
2021-02-12,9573,1519,6,2
2021-02-12,9573,1519,8,9
2021-02-12,9574,1521,6,3
2021-02-12,9575,1556,9,1
2021-02-12,9576,1574,11,4
2021-02-12,9577,1642,7,2
2021-02-12,9577,1642,8,2
2021-02-12,9577,1642,9,2
2021-02-12,9577,1642,11,8
2021-02-12,9578,1647,1,3
2021-02-12,9579,1652,7,5
2021-02-12,9579,1652,11,5
2021-02-12,9580,1752,4,1
2021-02-12,9580,1752,7,8
2021-02-12,9580,1752,8,2
2021-02-13,9581,1146,10,4
2021-02-13,9582,1316,10,6
2021-02-13,9583,1346,7,3
2021-02-13,9584,1368,9,2
2021-02-13,9585,1432,8,7
2021-02-13,9586,1565,8,1
2021-02-13,9587,1592,5,6
2021-02-13,9588,1686,5,3
2021-02-13,9589,1732,8,1
2021-02-13,9590,1993,8,3
2021-02-13,9590,1993,10,4
2021-02-14,9591,1052,10,2
2021-02-14,9592,1177,4,5
2021-02-14,9593,1343,2,3
2021-02-14,9594,1377,10,8
2021-02-14,9595,1403,2,9
2021-02-14,9595,1403,11,1
2021-02-14,9596,1515,1,9
2021-02-14,9597,1593,10,1
2021-02-14,9598,1627,4,3
2021-02-14,9599,1724,10,4
2021-02-14,9600,1760,9,9
2021-02-14,9601,1934,6,1
2021-02-14,9601,1934,10,4
2021-02-15,9602,1019,4,2
2021-02-15,9602,1019,10,1
2021-02-15,9603,1136,2,3
2021-02-15,9603,1136,9,1
2021-02-15,9604,1503,2,4
2021-02-15,9604,1503,4,2
2021-02-15,9604,1503,6,1
2021-02-15,9605,1672,6,8
2021-02-15,9605,1672,7,4
2021-02-15,9606,1679,10,2
2021-02-15,9607,1700,7,3
2021-02-15,9607,1700,9,3
2021-02-15,9608,1718,1,5
2021-02-15,9608,1718,2,3
2021-02-15,9609,1905,10,2
2021-02-15,9610,1954,8,4
2021-02-15,9611,1964,1,2
2021-02-15,9611,1964,7,1
2021-02-16,9612,1006,6,4
2021-02-16,9612,1006,11,1
2021-02-16,9613,1148,4,1
2021-02-16,9613,1148,6,2
2021-02-16,9613,1148,11,3
2021-02-16,9614,1164,1,9
2021-02-16,9614,1164,7,2
2021-02-16,9615,1300,1,6
2021-02-16,9616,1386,10,4
2021-02-16,9617,1387,2,8
2021-02-16,9618,1508,7,1
2021-02-16,9619,1643,9,5
2021-02-16,9620,1689,2,1
2021-02-16,9621,1725,5,9
2021-02-16,9621,1725,8,1
2021-02-16,9622,1765,8,8
2021-02-16,9622,1765,10,4
2021-02-16,9623,1787,2,1
2021-02-16,9623,1787,7,3
2021-02-16,9623,1787,10,7
2021-02-16,9624,1986,5,4
2021-02-17,9625,1157,7,4
2021-02-17,9626,1356,11,3
2021-02-17,9627,1422,4,4
2021-02-17,9628,1498,2,2
2021-02-17,9629,1537,1,3
2021-02-17,9630,1743,6,1
2021-02-17,9630,1743,7,2
2021-02-17,9630,1743,8,9
2021-02-17,9631,1794,3,6
2021-02-17,9632,1816,8,2
2021-02-17,9633,1958,9,8
2021-02-17,9634,1971,4,3
2021-02-17,9635,1973,2,1
2021-02-17,9635,1973,6,7
2021-02-18,9636,1181,4,1
2021-02-18,9637,1254,9,4
2021-02-18,9638,1515,4,7
2021-02-18,9639,1548,1,9
2021-02-18,9639,1548,4,1
2021-02-18,9639,1548,9,9
2021-02-18,9640,1564,3,3
2021-02-18,9641,1566,7,3
2021-02-18,9642,1689,5,7
2021-02-19,9643,1059,3,2
2021-02-19,9644,1193,6,3
2021-02-19,9645,1200,7,2
2021-02-19,9646,1228,3,2
2021-02-19,9647,1264,2,2
2021-02-19,9648,1328,11,5
2021-02-19,9649,1339,5,2
2021-02-19,9649,1339,6,1
2021-02-19,9650,1458,3,4
2021-02-19,9650,1458,4,3
2021-02-19,9650,1458,7,1
2021-02-19,9650,1458,11,1
2021-02-19,9651,1505,10,2
2021-02-19,9652,1589,1,3
2021-02-19,9653,1604,3,1
2021-02-19,9654,1676,7,3
2021-02-19,9655,1716,2,6
2021-02-19,9655,1716,5,4
2021-02-19,9655,1716,7,2
2021-02-19,9655,1716,8,3
2021-02-19,9656,1756,10,1
2021-02-19,9657,1776,1,1
2021-02-19,9658,1792,7,2
2021-02-19,9659,1895,4,4
2021-02-19,9659,1895,9,6
2021-02-20,9660,1013,4,1
2021-02-20,9660,1013,7,3
2021-02-20,9660,1013,10,8
2021-02-20,9660,1013,11,3
2021-02-20,9661,1064,1,3
2021-02-20,9661,1064,2,7
2021-02-20,9662,1258,2,5
2021-02-20,9662,1258,10,4
2021-02-20,9663,1512,4,2
2021-02-20,9663,1512,11,1
2021-02-20,9664,1634,9,4
2021-02-20,9665,1699,7,3
2021-02-20,9666,1719,8,4
2021-02-20,9667,1753,4,1
2021-02-20,9667,1753,5,5
2021-02-20,9668,1790,7,3
2021-02-20,9668,1790,9,3
2021-02-20,9669,1848,11,2
2021-02-21,9670,1189,8,3
2021-02-21,9670,1189,10,3
2021-02-21,9671,1293,10,1
2021-02-21,9672,1333,7,2
2021-02-21,9673,1372,2,4
2021-02-21,9673,1372,3,5
2021-02-21,9673,1372,5,4
2021-02-21,9673,1372,6,3
2021-02-21,9674,1498,11,3
2021-02-21,9675,1818,5,4
2021-02-21,9675,1818,6,7
2021-02-21,9675,1818,7,1
2021-02-21,9675,1818,9,3
2021-02-21,9675,1818,11,3
2021-02-22,9676,1144,4,4
2021-02-22,9677,1311,5,9
2021-02-22,9677,1311,8,1
2021-02-22,9677,1311,9,5
2021-02-22,9678,1472,5,7
2021-02-22,9679,1642,2,2
2021-02-22,9680,1690,8,1
2021-02-22,9681,1778,5,3
2021-02-22,9681,1778,6,2
2021-02-22,9681,1778,7,3
2021-02-22,9682,1782,5,4
2021-02-22,9683,1900,6,5
2021-02-22,9684,1956,11,1
2021-02-23,9685,1024,2,1
2021-02-23,9686,1139,3,3
2021-02-23,9686,1139,11,4
2021-02-23,9687,1593,3,5
2021-02-23,9687,1593,8,1
2021-02-23,9687,1593,9,4
2021-02-23,9687,1593,10,5
2021-02-23,9688,1632,5,3
2021-02-23,9688,1632,9,1
2021-02-23,9688,1632,10,3
2021-02-23,9689,1655,9,1
2021-02-23,9690,1740,4,8
2021-02-23,9691,1788,7,1
2021-02-23,9691,1788,10,8
2021-02-23,9691,1788,11,1
2021-02-24,9692,1019,9,6
2021-02-24,9693,1457,1,3
2021-02-24,9693,1457,5,9
2021-02-24,9694,1469,9,5
2021-02-24,9695,1493,8,2
2021-02-24,9696,1570,2,5
2021-02-24,9697,1609,2,6
2021-02-24,9698,1611,8,1
2021-02-24,9699,1629,8,4
2021-02-24,9699,1629,10,3
2021-02-24,9700,1673,2,6
2021-02-24,9701,1698,7,2
2021-02-24,9702,1710,11,1
2021-02-25,9703,1001,8,2
2021-02-25,9704,1133,2,3
2021-02-25,9704,1133,6,2
2021-02-25,9704,1133,7,3
2021-02-25,9704,1133,9,4
2021-02-25,9705,1262,2,4
2021-02-25,9705,1262,4,6
2021-02-25,9706,1398,3,1
2021-02-25,9706,1398,9,4
2021-02-25,9707,1503,5,1
2021-02-25,9708,1859,1,2
2021-02-25,9708,1859,2,3
2021-02-25,9708,1859,6,3
2021-02-25,9708,1859,9,3
2021-02-26,9709,1020,3,1
2021-02-26,9709,1020,7,3
2021-02-26,9710,1133,2,1
2021-02-26,9711,1343,11,2
2021-02-26,9712,1541,6,4
2021-02-26,9713,1794,10,4
2021-02-27,9714,1108,3,4
2021-02-27,9715,1165,2,2
2021-02-27,9715,1165,3,8
2021-02-27,9715,1165,4,2
2021-02-27,9715,1165,10,4
2021-02-27,9716,1254,8,1
2021-02-27,9717,1571,1,4
2021-02-27,9718,1742,2,1
2021-02-27,9718,1742,8,4
2021-02-27,9718,1742,10,1
2021-02-27,9719,1800,2,5
2021-02-27,9719,1800,4,2
2021-02-27,9719,1800,5,1
2021-02-27,9719,1800,8,2
2021-02-27,9719,1800,9,8
2021-02-27,9720,1834,1,1
2021-02-27,9720,1834,4,9
2021-02-27,9720,1834,6,1
2021-02-27,9720,1834,7,4
2021-02-27,9720,1834,11,1
2021-02-27,9721,1844,9,4
2021-02-28,9722,1204,8,3
2021-02-28,9723,1318,4,4
2021-02-28,9723,1318,5,9
2021-02-28,9723,1318,6,2
2021-02-28,9724,1359,7,2
2021-02-28,9725,1463,2,1
2021-02-28,9726,1506,1,4
2021-02-28,9726,1506,3,4
2021-02-28,9727,1648,9,3
2021-02-28,9728,1811,5,3
2021-02-28,9728,1811,8,1
2021-02-28,9729,1900,4,8
2021-02-28,9729,1900,11,3
2021-02-28,9730,1954,2,2
2021-02-28,9730,1954,5,3
2021-02-28,9730,1954,7,4
2021-02-28,9730,1954,9,4
2021-02-28,9731,1998,6,3
2021-02-28,9731,1998,8,2
2021-03-01,9732,1008,2,1
2021-03-01,9732,1008,6,1
2021-03-01,9733,1037,8,9
2021-03-01,9733,1037,9,4
2021-03-01,9733,1037,11,3
2021-03-01,9734,1040,8,7
2021-03-01,9735,1228,2,3
2021-03-01,9735,1228,11,5
2021-03-01,9736,1301,2,2
2021-03-01,9737,1365,1,6
2021-03-01,9738,1392,10,1
2021-03-01,9739,1430,2,2
2021-03-01,9740,1572,2,7
2021-03-01,9741,1609,2,1
2021-03-01,9742,1756,1,3
2021-03-01,9742,1756,11,9
2021-03-01,9743,1916,1,6
2021-03-01,9743,1916,6,4
2021-03-01,9744,1944,11,2
2021-03-01,9745,1992,9,7
2021-03-02,9746,1146,9,2
2021-03-02,9747,1206,10,3
2021-03-02,9748,1312,3,1
2021-03-02,9748,1312,4,5
2021-03-02,9749,1324,4,1
2021-03-02,9749,1324,6,3
2021-03-02,9750,1632,2,3
2021-03-02,9751,1864,5,3
2021-03-03,9752,1024,9,1
2021-03-03,9753,1148,1,2
2021-03-03,9754,1276,10,8
2021-03-03,9755,1761,5,7
2021-03-03,9756,1791,6,3
2021-03-03,9756,1791,11,3
2021-03-03,9757,1838,6,2
2021-03-03,9757,1838,8,4
2021-03-03,9757,1838,10,3
2021-03-03,9758,1922,1,1
2021-03-03,9758,1922,3,3
2021-03-03,9758,1922,8,4
2021-03-03,9759,1935,2,1
2021-03-03,9759,1935,7,3
2021-03-03,9759,1935,8,9
2021-03-03,9759,1935,11,5
2021-03-04,9760,1698,3,6
2021-03-04,9761,1879,7,1
2021-03-04,9761,1879,10,4
2021-03-04,9761,1879,11,4
2021-03-04,9762,1986,8,2
2021-03-04,9763,1993,3,2
2021-03-04,9763,1993,4,4
2021-03-04,9763,1993,7,7
2021-03-04,9763,1993,10,1
2021-03-05,9764,1001,2,3
2021-03-05,9764,1001,10,3
2021-03-05,9765,1495,1,4
2021-03-05,9766,1635,3,1
2021-03-05,9767,1652,2,1
2021-03-05,9767,1652,3,4
2021-03-05,9768,1924,2,7
2021-03-05,9768,1924,4,1
2021-03-05,9769,1942,8,4
2021-03-06,9770,1025,9,4
2021-03-06,9771,1130,11,4
2021-03-06,9772,1351,3,3
2021-03-06,9773,1484,3,1
2021-03-06,9774,1534,4,1
2021-03-06,9775,1761,10,3
2021-03-06,9776,1879,11,2
2021-03-06,9777,1928,11,4
2021-03-07,9778,1025,3,1
2021-03-07,9778,1025,11,4
2021-03-07,9779,1105,2,3
2021-03-07,9780,1316,3,1
2021-03-07,9780,1316,5,4
2021-03-07,9780,1316,11,7
2021-03-07,9781,1404,8,2
2021-03-07,9781,1404,10,1
2021-03-07,9782,1705,8,9
2021-03-07,9783,1814,8,5
2021-03-07,9784,1949,3,2
2021-03-08,9785,1078,11,5
2021-03-08,9786,1481,8,6
2021-03-08,9786,1481,10,1
2021-03-08,9787,1493,2,5
2021-03-08,9787,1493,4,3
2021-03-08,9788,1575,5,9
2021-03-08,9788,1575,6,2
2021-03-08,9789,1887,1,3
2021-03-08,9789,1887,5,1
2021-03-08,9789,1887,7,3
2021-03-08,9789,1887,10,1
2021-03-08,9790,1923,3,3
2021-03-08,9790,1923,11,5
2021-03-09,9791,1137,10,1
2021-03-09,9792,1817,2,4
2021-03-09,9792,1817,3,2
2021-03-09,9793,1843,6,1
2021-03-10,9794,1016,3,4
2021-03-10,9794,1016,4,3
2021-03-10,9795,1111,4,9
2021-03-10,9796,1504,7,2
2021-03-10,9797,1676,2,3
2021-03-10,9797,1676,10,3
2021-03-10,9798,1682,2,1
2021-03-10,9798,1682,8,7
2021-03-10,9799,1718,3,4
2021-03-10,9800,1832,3,2
2021-03-10,9800,1832,4,2
2021-03-10,9800,1832,9,6
2021-03-11,9801,1040,7,1
2021-03-11,9802,1256,1,3
2021-03-11,9802,1256,6,1
2021-03-11,9803,1268,7,1
2021-03-11,9804,1334,10,9
2021-03-11,9805,1911,3,3
2021-03-11,9805,1911,11,1
2021-03-12,9806,1154,7,2
2021-03-12,9806,1154,11,1
2021-03-12,9807,1310,6,6
2021-03-12,9808,1512,10,3
2021-03-12,9809,1562,8,2
2021-03-12,9810,1596,1,6
2021-03-12,9811,1706,6,1
2021-03-12,9811,1706,7,4
2021-03-12,9811,1706,9,8
2021-03-12,9811,1706,10,2
2021-03-12,9811,1706,11,2
2021-03-12,9812,1739,3,3
2021-03-12,9813,1824,11,2
2021-03-12,9814,1846,1,4
2021-03-12,9814,1846,4,7
2021-03-13,9815,1030,3,3
2021-03-13,9816,1094,11,3
2021-03-13,9817,1104,7,3
2021-03-13,9818,1124,7,1
2021-03-13,9818,1124,8,2
2021-03-13,9819,1177,1,9
2021-03-13,9819,1177,8,4
2021-03-13,9820,1366,1,3
2021-03-13,9820,1366,5,8
2021-03-13,9820,1366,6,2
2021-03-13,9821,1586,2,4
2021-03-13,9821,1586,4,1
2021-03-13,9821,1586,9,1
2021-03-13,9821,1586,10,1
2021-03-13,9822,1601,5,4
2021-03-13,9822,1601,7,4
2021-03-13,9823,1681,7,1
2021-03-13,9824,1782,1,1
2021-03-13,9824,1782,2,2
2021-03-13,9824,1782,10,2
2021-03-13,9825,1868,11,3
2021-03-14,9826,1028,4,7
2021-03-14,9827,1109,8,6
2021-03-14,9828,1217,2,1
2021-03-14,9829,1437,7,4
2021-03-14,9829,1437,11,1
2021-03-14,9830,1461,1,6
2021-03-14,9831,1892,3,3
2021-03-14,9831,1892,9,1
2021-03-15,9832,1119,3,4
2021-03-15,9833,1450,1,2
2021-03-15,9834,1714,2,3
2021-03-15,9835,1813,2,8
2021-03-15,9836,1897,1,4
2021-03-15,9836,1897,7,4
2021-03-15,9837,1957,3,2
2021-03-15,9837,1957,4,5
2021-03-15,9837,1957,7,1
2021-03-15,9838,1970,11,3
2021-03-16,9839,1011,1,1
2021-03-16,9840,1028,10,3
2021-03-16,9841,1449,4,4
2021-03-16,9842,1491,1,2
2021-03-16,9843,1588,3,4
2021-03-16,9843,1588,8,5
2021-03-16,9844,1787,1,1
2021-03-16,9844,1787,3,7
2021-03-16,9844,1787,8,3
2021-03-17,9845,1053,2,3
2021-03-17,9846,1167,3,4
2021-03-17,9846,1167,7,3
2021-03-17,9846,1167,10,3
2021-03-17,9847,1204,6,2
2021-03-17,9847,1204,7,2
2021-03-17,9847,1204,11,2
2021-03-17,9848,1267,3,1
2021-03-17,9848,1267,4,4
2021-03-17,9849,1534,1,2
2021-03-17,9849,1534,8,1
2021-03-17,9850,1553,2,4
2021-03-17,9851,1629,5,2
2021-03-17,9851,1629,10,3
2021-03-17,9852,1675,9,4
2021-03-17,9853,1757,4,3
2021-03-17,9854,1838,6,3
2021-03-17,9854,1838,10,3
2021-03-18,9855,1256,4,2
2021-03-18,9856,1439,9,1
2021-03-18,9857,1444,7,1
2021-03-18,9857,1444,9,3
2021-03-18,9858,1628,10,2
2021-03-18,9859,1682,9,3
2021-03-18,9860,1855,8,1
2021-03-19,9861,1018,3,1
2021-03-19,9862,1047,6,1
2021-03-19,9863,1107,9,2
2021-03-19,9863,1107,11,4
2021-03-19,9864,1309,7,4
